101.8877874,106.1182341,112.9739039,117.813445,122.0417415,125.2681299,127.0590746,132.5816972,134.6717538,137.9989081,90.26373918,97.59455343,103.6922916,103.6970883,108.9476152,111.0293204,115.3830618,117.8086286,120.301008,122.2455531,0,0.797758161,2.103732508,2.765279114,3.762714891,5.126660334,5.844636279,7.16467579,7.824186475,9,-1.657854443,-1.220464614,1
98.06635458,104.8597396,105.6881228,110.3135567,112.462808,116.8251088,119.7314289,125.2102185,126.8402541,130.9908633,105.7722225,111.4998939,115.7617767,121.2066376,125.9560109,132.0152734,132.7178939,138.6749436,140.5929426,142.8482346,0,1.16509054,1.82429434,2.890657423,3.79323395,4.758438487,5.778243132,7.23593721,8.190345577,9,-1.371365294,0.741543056,1
97.56801036,102.9077618,105.1295484,108.3422879,111.6380708,114.3122266,115.8005693,117.1198567,121.784004,124.5204576,96.17691333,101.2247768,105.6395128,109.1995549,116.6391824,119.072084,121.707688,122.9521349,124.571236,125.9441432,0,1.104103625,1.802924746,3.040708612,3.981551125,4.867230918,5.91492227,6.759381405,8.084423248,9,-1.300155203,0.926003293,2
101.3149507,106.1310213,114.2105339,120.680295,123.2315006,125.3215785,129.0240837,133.1912503,136.6104131,136.303364,101.0087074,106.321818,110.6852315,113.6425105,117.8251191,119.5444926,122.594019,125.1111486,126.0233663,126.0188517,0,1.099296631,1.988504983,3.069514972,3.839445365,5.026854383,6.190730301,6.941610488,8.117599356,9,0.692800544,1.359830137,1
105.5415701,110.000077,113.5586397,120.6795778,124.6505799,127.9106454,130.0103058,138.2319762,141.7097548,145.4343703,109.1161788,114.6453795,122.4129211,131.108281,138.3295273,144.9489752,150.6971314,152.9641249,157.5190201,159.1711425,0,0.971374899,1.813965668,3.205134583,4.124635254,4.972066833,5.847339026,7.134386576,7.877227673,9,-0.007068752,0.447454274,2
94.23099424,100.5870584,105.0016317,106.7318425,112.2233768,111.5710129,117.3853305,120.9386808,126.4543254,128.5934379,96.60484757,104.3905534,108.5392907,115.2446704,121.1661706,121.9992227,125.8416991,127.0491238,131.0191819,131.1236344,0,1.20227285,2.074317566,3.215024094,4.061122987,4.875510849,6.069465729,6.88982875,8.013503986,9,-1.264978759,-0.106207539,1
104.5135447,112.7004059,117.2691223,124.2953658,130.0722686,132.4016999,134.9916546,137.0750939,138.8189735,142.2807473,110.0633672,114.9705936,124.1629447,133.2045495,136.4270579,145.1625097,148.857324,154.5051208,156.1870824,163.1403667,0,0.859272597,1.843954196,3.146658744,3.859824858,5.197408565,6.101487905,7.058822021,7.907840543,9,-0.880398546,-0.474312689,1
94.05275077,99.30559205,103.003126,107.2362158,110.6740821,109.7152372,112.8341785,113.7521569,116.4193026,119.9424956,96.59453084,101.9564844,104.6087756,109.3178684,115.627677,114.9444946,117.8524568,121.2648702,121.1113904,125.5706042,0,1.215224722,1.964487652,3.152399442,4.246134352,5.192757685,6.020619748,6.984708476,7.765696383,9,0.815742196,-0.697794969,1
98.64306901,105.5937528,112.6389547,123.6764688,129.5607659,133.9586296,135.3082268,137.4334466,141.1355284,143.1301488,103.4592085,108.0025399,113.0164496,119.8960398,124.1472059,128.7571571,132.0934966,132.9945618,139.0095246,140.6851584,0,0.957425689,1.955213642,3.182013626,4.115911605,5.040364622,5.838725914,6.780978616,8.207135991,9,0.140251807,-1.622680736,2
96.43747573,99.3185706,103.2835998,106.4176491,112.6599258,114.7557927,116.3771576,117.4017042,119.6838171,122.307564,94.08419271,99.97514631,104.1646621,107.8791854,112.9475985,118.5932457,120.7004844,118.3909572,120.3418364,123.9791233,0,1.019311227,1.866657526,2.879490348,4.185802971,4.941307913,5.960892277,7.172430101,8.072067931,9,-0.584492686,-1.643100549,1
